Reporting Date,Deal Name,Deal ID,Rate,% SCYLLA Impressions,Impressions,Gross Revenue,eCPM,Bid Requests,Valid Bid Responses,Bid Responses,Response Rate,Win Rate (Client),Avg Bid CPM,AVG% above Floor price needed to win Bid (CPM)
4/27/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Video,KRG-pja5-43673,$7.29 ,$0.00 ,0,$0.00 ,$0.00 ,"940,770,300",0,0,0.00%,0.00%,$0.00 ,0.00%
4/27/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Video,KRG-l5ia-45158,$7.29 ,$0.00 ,0,$0.00 ,$0.00 ,"940,770,300",0,0,0.00%,0.00%,$0.00 ,0.00%
4/27/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform STANDARD Pre-Roll,KRG-nyw4-44580,$15.00 ,$0.00 ,0,$0.00 ,$0.00 ,"821,367,000",0,0,0.00%,0.00%,$0.00 ,0.00%
4/27/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-9qcd-43672,$17.00 ,$0.00 ,0,$0.00 ,$0.00 ,"821,367,000",0,0,0.00%,0.00%,$0.00 ,0.00%
4/27/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE AUDIENCE_Cross-Platform Runway,KRG-rlf9-43675,$7.00 ,$0.00 ,0,$0.00 ,$0.00 ,"377,811,100",0,0,0.00%,0.00%,$0.00 ,0.00%
4/27/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Display,KRG-wcg9-45157,$6.29 ,$0.00 ,0,$0.00 ,$0.00 ,"940,770,300",0,0,0.00%,0.00%,$0.00 ,0.00%
4/27/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE INCREMENTAL AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-e5ws-45159,$17.00 ,$0.00 ,0,$0.00 ,$0.00 ,"821,367,000",0,0,0.00%,0.00%,$0.00 ,0.00%
4/28/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE INCREMENTAL AUDIENCE_Cross-Platform Runway,KRG-0hqh-45156,$7.00 ,$0.00 ,0,$0.00 ,$0.00 ,"337,877,600",0,0,0.00%,0.00%,$0.00 ,0.00%
4/28/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Display,KRG-x8c8-43674,$6.29 ,$0.00 ,0,$0.00 ,$0.00 ,"965,567,700",0,0,0.00%,0.00%,$0.00 ,0.00%
4/28/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Display,KRG-wcg9-45157,$6.29 ,$0.00 ,0,$0.00 ,$0.00 ,"965,567,700",0,0,0.00%,0.00%,$0.00 ,0.00%
4/28/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE INCREMENTAL AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-e5ws-45159,$17.00 ,$0.00 ,0,$0.00 ,$0.00 ,"676,324,100",0,0,0.00%,0.00%,$0.00 ,0.00%
4/28/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform STANDARD Pre-Roll,KRG-nyw4-44580,$15.00 ,$0.00 ,0,$0.00 ,$0.00 ,"676,324,100",0,0,0.00%,0.00%,$0.00 ,0.00%
4/28/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Video,KRG-l5ia-45158,$7.29 ,$0.00 ,0,$0.00 ,$0.00 ,"965,567,700",0,0,0.00%,0.00%,$0.00 ,0.00%
4/28/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-9qcd-43672,$17.00 ,$0.00 ,0,$0.00 ,$0.00 ,"676,324,100",0,0,0.00%,0.00%,$0.00 ,0.00%
4/28/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Video,KRG-pja5-43673,$7.29 ,$0.00 ,0,$0.00 ,$0.00 ,"965,567,700",0,0,0.00%,0.00%,$0.00 ,0.00%
4/28/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Enhanced CTV,KRG-0gx7-44475,$26.50 ,$0.00 ,0,$0.00 ,$0.00 ,"6,442,515,200",0,0,0.00%,0.00%,$0.00 ,0.00%
4/28/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE AUDIENCE_Cross-Platform Runway,KRG-rlf9-43675,$7.00 ,$0.00 ,0,$0.00 ,$0.00 ,"337,877,600",0,0,0.00%,0.00%,$0.00 ,0.00%
4/29/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-9qcd-43672,$17.00 ,$0.00 ,0,$0.00 ,$0.00 ,"608,715,700",0,0,0.00%,0.00%,$0.00 ,0.00%
4/29/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE INCREMENTAL AUDIENCE_Cross-Platform Runway,KRG-0hqh-45156,$7.00 ,$0.00 ,0,$0.00 ,$0.00 ,"337,670,200",0,0,0.00%,0.00%,$0.00 ,0.00%
4/29/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Display,KRG-x8c8-43674,$6.29 ,$0.00 ,0,$0.00 ,$0.00 ,"926,432,600",0,0,0.00%,0.00%,$0.00 ,0.00%
4/29/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Enhanced CTV,KRG-0gx7-44475,$26.50 ,$0.00 ,0,$0.00 ,$0.00 ,"6,285,975,000",0,0,0.00%,0.00%,$0.00 ,0.00%
4/29/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Video,KRG-pja5-43673,$7.29 ,$0.00 ,0,$0.00 ,$0.00 ,"926,432,600",0,0,0.00%,0.00%,$0.00 ,0.00%
4/29/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE AUDIENCE_Cross-Platform Runway,KRG-rlf9-43675,$7.00 ,$0.00 ,0,$0.00 ,$0.00 ,"337,670,200",0,0,0.00%,0.00%,$0.00 ,0.00%
4/29/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Display,KRG-wcg9-45157,$6.29 ,$0.00 ,0,$0.00 ,$0.00 ,"926,432,600",0,0,0.00%,0.00%,$0.00 ,0.00%
4/29/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE INCREMENTAL AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-e5ws-45159,$17.00 ,$0.00 ,0,$0.00 ,$0.00 ,"608,715,700",0,0,0.00%,0.00%,$0.00 ,0.00%
4/29/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Video,KRG-l5ia-45158,$7.29 ,$0.00 ,0,$0.00 ,$0.00 ,"926,432,600",0,0,0.00%,0.00%,$0.00 ,0.00%
4/29/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform STANDARD Pre-Roll,KRG-nyw4-44580,$15.00 ,$0.00 ,0,$0.00 ,$0.00 ,"608,715,700",0,0,0.00%,0.00%,$0.00 ,0.00%
4/30/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Video,KRG-pja5-43673,$7.29 ,$0.00 ,0,$0.00 ,$0.00 ,"891,744,700",0,0,0.00%,0.00%,$0.00 ,0.00%
4/30/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-9qcd-43672,$17.00 ,$0.00 ,0,$0.00 ,$0.00 ,"597,447,400",0,0,0.00%,0.00%,$0.00 ,0.00%
4/30/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE INCREMENTAL AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-e5ws-45159,$17.00 ,$0.00 ,0,$0.00 ,$0.00 ,"597,447,400",0,0,0.00%,0.00%,$0.00 ,0.00%
4/30/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Display,KRG-x8c8-43674,$6.29 ,$0.00 ,0,$0.00 ,$0.00 ,"891,744,700",0,0,0.00%,0.00%,$0.00 ,0.00%
4/30/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform STANDARD Pre-Roll,KRG-nyw4-44580,$15.00 ,$0.00 ,0,$0.00 ,$0.00 ,"597,447,400",0,0,0.00%,0.00%,$0.00 ,0.00%
4/30/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE AUDIENCE_Cross-Platform Runway,KRG-rlf9-43675,$7.00 ,$0.00 ,0,$0.00 ,$0.00 ,"314,373,600",0,0,0.00%,0.00%,$0.00 ,0.00%
4/30/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE INCREMENTAL AUDIENCE_Cross-Platform Runway,KRG-0hqh-45156,$7.00 ,$0.00 ,0,$0.00 ,$0.00 ,"314,373,600",0,0,0.00%,0.00%,$0.00 ,0.00%
4/30/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Display,KRG-wcg9-45157,$6.29 ,$0.00 ,0,$0.00 ,$0.00 ,"891,744,700",0,0,0.00%,0.00%,$0.00 ,0.00%
4/30/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Video,KRG-l5ia-45158,$7.29 ,$0.00 ,0,$0.00 ,$0.00 ,"891,744,700",0,0,0.00%,0.00%,$0.00 ,0.00%
4/30/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Enhanced CTV,KRG-0gx7-44475,$26.50 ,$0.00 ,0,$0.00 ,$0.00 ,"6,264,786,100",0,0,0.00%,0.00%,$0.00 ,0.00%
5/1/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE AUDIENCE_Cross-Platform Runway,KRG-rlf9-43675,$7.00 ,$0.00 ,0,$0.00 ,$0.00 ,"324,081,000",0,0,0.00%,0.00%,$0.00 ,0.00%
5/1/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-9qcd-43672,$17.00 ,$0.00 ,0,$0.00 ,$0.00 ,"575,284,000",0,0,0.00%,0.00%,$0.00 ,0.00%
5/1/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE INCREMENTAL AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-e5ws-45159,$17.00 ,$0.00 ,0,$0.00 ,$0.00 ,"575,284,000",0,0,0.00%,0.00%,$0.00 ,0.00%
5/1/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Video,KRG-l5ia-45158,$7.29 ,$0.00 ,0,$0.00 ,$0.00 ,"872,038,000",0,0,0.00%,0.00%,$0.00 ,0.00%
5/1/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Video,KRG-pja5-43673,$7.29 ,$0.00 ,0,$0.00 ,$0.00 ,"872,038,000",0,0,0.00%,0.00%,$0.00 ,0.00%
5/1/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Display,KRG-wcg9-45157,$6.29 ,$0.00 ,0,$0.00 ,$0.00 ,"872,038,000",0,0,0.00%,0.00%,$0.00 ,0.00%
5/1/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform STANDARD Pre-Roll,KRG-nyw4-44580,$15.00 ,$0.00 ,0,$0.00 ,$0.00 ,"575,284,000",0,0,0.00%,0.00%,$0.00 ,0.00%
5/1/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Enhanced CTV,KRG-0gx7-44475,$26.50 ,$0.00 ,0,$0.00 ,$0.00 ,"6,154,064,900",0,0,0.00%,0.00%,$0.00 ,0.00%
5/1/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Display,KRG-x8c8-43674,$6.29 ,$0.00 ,0,$0.00 ,$0.00 ,"872,038,000",0,0,0.00%,0.00%,$0.00 ,0.00%
5/1/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE INCREMENTAL AUDIENCE_Cross-Platform Runway,KRG-0hqh-45156,$7.00 ,$0.00 ,0,$0.00 ,$0.00 ,"324,081,000",0,0,0.00%,0.00%,$0.00 ,0.00%
5/2/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-9qcd-43672,$17.00 ,$0.00 ,0,$0.00 ,$0.00 ,"552,437,000",0,0,0.00%,0.00%,$0.00 ,0.00%
5/2/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Display,KRG-wcg9-45157,$6.29 ,$0.00 ,0,$0.00 ,$0.00 ,"833,639,900",0,0,0.00%,0.00%,$0.00 ,0.00%
5/2/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform STANDARD Pre-Roll,KRG-nyw4-44580,$15.00 ,$0.00 ,0,$0.00 ,$0.00 ,"552,437,000",0,0,0.00%,0.00%,$0.00 ,0.00%
5/2/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Video,KRG-l5ia-45158,$7.29 ,$0.00 ,0,$0.00 ,$0.00 ,"833,639,900",0,0,0.00%,0.00%,$0.00 ,0.00%
5/2/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Display,KRG-x8c8-43674,$6.29 ,$0.00 ,0,$0.00 ,$0.00 ,"833,639,900",0,0,0.00%,0.00%,$0.00 ,0.00%
5/2/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE INCREMENTAL AUDIENCE_Cross-Platform Runway,KRG-0hqh-45156,$7.00 ,$0.00 ,0,$0.00 ,$0.00 ,"314,594,200",0,0,0.00%,0.00%,$0.00 ,0.00%
5/2/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Video,KRG-pja5-43673,$7.29 ,$0.00 ,0,$0.00 ,$0.00 ,"833,639,900",0,0,0.00%,0.00%,$0.00 ,0.00%
5/2/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE AUDIENCE_Cross-Platform Runway,KRG-rlf9-43675,$7.00 ,$0.00 ,0,$0.00 ,$0.00 ,"314,594,200",0,0,0.00%,0.00%,$0.00 ,0.00%
5/2/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Enhanced CTV,KRG-0gx7-44475,$26.50 ,$0.00 ,0,$0.00 ,$0.00 ,"6,158,159,900",0,0,0.00%,0.00%,$0.00 ,0.00%
5/2/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE INCREMENTAL AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-e5ws-45159,$17.00 ,$0.00 ,0,$0.00 ,$0.00 ,"552,437,000",0,0,0.00%,0.00%,$0.00 ,0.00%
5/3/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Video,KRG-pja5-43673,$7.29 ,$0.00 ,0,$0.00 ,$0.00 ,"844,814,600",0,0,0.00%,0.00%,$0.00 ,0.00%
5/3/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-9qcd-43672,$17.00 ,$0.00 ,0,$0.00 ,$0.00 ,"590,137,700",0,0,0.00%,0.00%,$0.00 ,0.00%
5/3/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE AUDIENCE_Cross-Platform Runway,KRG-rlf9-43675,$7.00 ,$0.00 ,0,$0.00 ,$0.00 ,"350,245,200",0,0,0.00%,0.00%,$0.00 ,0.00%
5/3/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE INCREMENTAL AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-e5ws-45159,$17.00 ,$0.00 ,0,$0.00 ,$0.00 ,"590,137,700",0,0,0.00%,0.00%,$0.00 ,0.00%
5/3/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Display,KRG-x8c8-43674,$6.29 ,$0.00 ,0,$0.00 ,$0.00 ,"844,814,600",0,0,0.00%,0.00%,$0.00 ,0.00%
5/3/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform STANDARD Pre-Roll,KRG-nyw4-44580,$15.00 ,$0.00 ,0,$0.00 ,$0.00 ,"590,137,700",0,0,0.00%,0.00%,$0.00 ,0.00%
5/3/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Display,KRG-wcg9-45157,$6.29 ,$0.00 ,0,$0.00 ,$0.00 ,"844,814,600",0,0,0.00%,0.00%,$0.00 ,0.00%
5/3/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Video,KRG-l5ia-45158,$7.29 ,$0.00 ,0,$0.00 ,$0.00 ,"844,814,600",0,0,0.00%,0.00%,$0.00 ,0.00%
5/3/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Enhanced CTV,KRG-0gx7-44475,$26.50 ,$0.00 ,0,$0.00 ,$0.00 ,"6,554,470,000",0,0,0.00%,0.00%,$0.00 ,0.00%
5/3/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE INCREMENTAL AUDIENCE_Cross-Platform Runway,KRG-0hqh-45156,$7.00 ,$0.00 ,0,$0.00 ,$0.00 ,"350,245,200",0,0,0.00%,0.00%,$0.00 ,0.00%
5/4/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-9qcd-43672,$17.00 ,$0.00 ,0,$0.00 ,$0.00 ,"673,540,600",0,0,0.00%,0.00%,$0.00 ,0.00%
5/4/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Video,KRG-pja5-43673,$7.29 ,$0.00 ,0,$0.00 ,$0.00 ,"907,174,100",0,0,0.00%,0.00%,$0.00 ,0.00%
5/4/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE INCREMENTAL AUDIENCE_Cross-Platform Runway,KRG-0hqh-45156,$7.00 ,$0.00 ,0,$0.00 ,$0.00 ,"378,025,000",0,0,0.00%,0.00%,$0.00 ,0.00%
5/4/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform STANDARD Pre-Roll,KRG-nyw4-44580,$15.00 ,$0.00 ,0,$0.00 ,$0.00 ,"673,540,600",0,0,0.00%,0.00%,$0.00 ,0.00%
5/4/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Enhanced CTV,KRG-0gx7-44475,$26.50 ,$0.00 ,0,$0.00 ,$0.00 ,"6,769,164,000",0,0,0.00%,0.00%,$0.00 ,0.00%
5/4/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Video,KRG-l5ia-45158,$7.29 ,$0.00 ,0,$0.00 ,$0.00 ,"907,174,100",0,0,0.00%,0.00%,$0.00 ,0.00%
5/4/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Display,KRG-wcg9-45157,$6.29 ,$0.00 ,0,$0.00 ,$0.00 ,"907,174,100",0,0,0.00%,0.00%,$0.00 ,0.00%
5/4/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE AUDIENCE_Cross-Platform Runway,KRG-rlf9-43675,$7.00 ,$0.00 ,0,$0.00 ,$0.00 ,"378,025,000",0,0,0.00%,0.00%,$0.00 ,0.00%
5/4/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Display,KRG-x8c8-43674,$6.29 ,$0.00 ,0,$0.00 ,$0.00 ,"907,174,100",0,0,0.00%,0.00%,$0.00 ,0.00%
5/4/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE INCREMENTAL AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-e5ws-45159,$17.00 ,$0.00 ,0,$0.00 ,$0.00 ,"673,540,600",0,0,0.00%,0.00%,$0.00 ,0.00%
5/5/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE INCREMENTAL AUDIENCE_Cross-Platform Runway,KRG-0hqh-45156,$7.00 ,$0.00 ,0,$0.00 ,$0.00 ,"358,911,200",0,0,0.00%,0.00%,$0.00 ,0.00%
5/5/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_ADHESION_1P OE AUDIENCE_Cross-Platform Runway,KRG-rlf9-43675,$7.00 ,$0.00 ,0,$0.00 ,$0.00 ,"358,911,200",0,0,0.00%,0.00%,$0.00 ,0.00%
5/5/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE INCREMENTAL AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-e5ws-45159,$17.00 ,$0.00 ,0,$0.00 ,$0.00 ,"640,998,600",0,0,0.00%,0.00%,$0.00 ,0.00%
5/5/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Display,KRG-wcg9-45157,$6.29 ,$0.00 ,0,$0.00 ,$0.00 ,"947,167,500",0,0,0.00%,0.00%,$0.00 ,0.00%
5/5/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Video,KRG-l5ia-45158,$7.29 ,$0.00 ,0,$0.00 ,$0.00 ,"947,167,500",0,0,0.00%,0.00%,$0.00 ,0.00%
5/5/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-9qcd-43672,$17.00 ,$0.00 ,0,$0.00 ,$0.00 ,"640,998,600",0,0,0.00%,0.00%,$0.00 ,0.00%
5/5/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Enhanced CTV,KRG-0gx7-44475,$26.50 ,$0.00 ,0,$0.00 ,$0.00 ,"6,383,302,200",0,0,0.00%,0.00%,$0.00 ,0.00%
5/5/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform STANDARD Pre-Roll,KRG-nyw4-44580,$15.00 ,$0.00 ,0,$0.00 ,$0.00 ,"640,998,600",0,0,0.00%,0.00%,$0.00 ,0.00%
5/5/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Display,KRG-x8c8-43674,$6.29 ,$0.00 ,0,$0.00 ,$0.00 ,"947,167,500",0,0,0.00%,0.00%,$0.00 ,0.00%
5/5/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE AUDIENCE_Cross-Platform Venti Video,KRG-pja5-43673,$7.29 ,$0.00 ,0,$0.00 ,$0.00 ,"947,167,500",0,0,0.00%,0.00%,$0.00 ,0.00%
5/6/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_In-Article_300x250_1P OE INCREMENTAL AUDIENCE_Cross-Platform Venti Display,KRG-wcg9-45157,$6.29 ,$0.00 ,0,$0.00 ,$0.00 ,"953,206,200",0,0,0.00%,0.00%,$0.00 ,0.00%
5/6/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Enhanced CTV,KRG-0gx7-44475,$26.50 ,$0.00 ,0,$0.00 ,$0.00 ,"6,329,596,700",0,0,0.00%,0.00%,$0.00 ,0.00%
5/6/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform STANDARD Pre-Roll,KRG-nyw4-44580,$15.00 ,$0.00 ,0,$0.00 ,$0.00 ,"615,487,100",0,0,0.00%,0.00%,$0.00 ,0.00%
5/6/2025,Amazon U.S._RMI_Good Employer and Pro SMB_H1'25_TTD_Instream Video_1P OE AUDIENCE_Cross-Platform Enhanced Pre-Roll,KRG-9qcd-43672,$17.00 ,$1.00 ,"74,956","$1,276.66 ",$17.03 ,"615,487,100","238,527","239,784",0.04%,31.42%,$17.00 ,100.00%
